TYPE,WDPAID,WDPA_PID,PA_DEF,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,IUCN_CAT,INT_CRIT,MARINE,REP_M_AREA,GIS_M_AREA,REP_AREA,GIS_AREA,NO_TAKE,NO_TK_AREA,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO3,ISO3,SUPP_INFO,CONS_OBJ
Polygon,555705839,555705839,1,Pulau Jahat Marine Park,Pulau Jahat Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,48.4214424768288,0,48.4507525031934,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,18307,18307,1,Pulau Tioman Marine Park,Pulau Tioman Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,4.02359243,244.992102497462,4.023592,247.703177839403,All,4.02359243,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705840,555705840,1,Pulau Tulai Marine Park,Pulau Tulai Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,59.9644389316606,0,60.4308664962051,All,0,Designated,1994,Federal or national ministry or agency,State,Department of Fisheries (DOF),Not Reported,State Verified,1998,MY-06,MYS,MYS,Not Applicable,Not Applicable
Polygon,555629252,555629252,1,Pulau Yu Kecil Marine Park,Pulau Yu Kecil Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0,46.7295149907783,0,46.8916331750476,All,0,Designated,2008,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,555629251,555629251,1,Pulau Yu Besar Marine Park,Pulau Yu Besar Marine Park,Marine Park,Marine Park,National,II,Not Applicable,2,0.63465168,48.2668099040879,0.63465168,48.4289280883572,All,0.63465168,Designated,2008,Federal or national ministry or agency,State,Department of Fisheries (DOF),None,State Verified,1998,MY-11,MYS,MYS,Not Applicable,Not Applicable
Polygon,555705603,555705603,1,Tun Mustapha Park,Tun Mustapha Park,State Park,State Park,National,II,Not Applicable,2,0,9041.57457982799,0,9717.65644151436,Not Reported,0,Designated,2016,Collaborative governance,Not Reported,Sabah Parks Board of Trustees,Tun Mustapha Park Integrated Management Plan (2017-2026),State Verified,1998,MY-12,MYS,MYS,Not Applicable,Not Applicable
Polygon,10279,10279,1,Danum Valley,Danum Valley,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,0,438.92,436.359293494416,Not Applicable,0,Designated,2012,Sub-national ministry or agency,Not Reported,Sabah Forestry Department (SFD) / Sabah Foundation,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,555721606,555721606,1,Luconia Shoals National Park,Luconia Shoals National Park,National Park,National Park,National,Not Reported,Not Applicable,2,10117.72,10100.7910445481,10117.72,10100.7910445481,Not Reported,0,Established,2019,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Polygon,220292,220292,1,Kinabalu Park,Parc du Kinabalu,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(ix)(x),0,0,0,753.7,765.459678362552,Not Applicable,0,Inscribed,2000,Sub-national ministry or agency,Not Reported,Sabah Parks,Not Reported,State Verified,946,MY-12,MYS,MYS,Not Applicable,Not Applicable
Polygon,220293,220293,1,Gunung Mulu National Park,Parc national du Gunung Mulu,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,(vii)(viii)(ix)(x),0,0,0,528.64,523.941398252422,Not Applicable,0,Inscribed,2000,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,946,MY-13,MYS,MYS,Not Applicable,Not Applicable
Point,95348,95348,1,Tasek Bera,Tasek Bera,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(vii)(viii),0,0,,384.46,,Not Applicable,0,Designated,1994,Federal or national ministry or agency,Not Reported,Department of Wildlife and National Parks Peninsular Malaysia (DWNP),Management plan is not implemented and not available,State Verified,1856,MY-06,MYS,MYS,Not Applicable,Not Applicable
Point,900902,900902,1,Pulau Kukup,Pulau Kukup,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii),2,0,,6.47,,Not Reported,0,Designated,2003,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation (JNPC),Management plan not implemented and not available,State Verified,1856,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,900903,900903,1,Sungai Pulai,Sungai Pulai,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(vii)(viii),0,0,,91.26,,Not Applicable,0,Designated,2003,Sub-national ministry or agency,Not Reported,Johor State Forestry Department,Management plan is implemented and is available,State Verified,1856,MY-01,MYS,MYS,Not Applicable,Not Applicable
Point,900904,900904,1,Tanjung Piai,Tanjung Piai,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(viii),2,0,,5.26,,Not Reported,0,Designated,2003,Sub-national ministry or agency,Not Reported,Johor National Parks Corporation (JNPC),Management plan is not implemented and not available,State Verified,1856,MY-01,MYS,MYS,Not Applicable,Not Applicable
Point,902746,902746,1,Kuching Wetlands National Park,Kuching Wetlands National Park,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(iv)(viii),0,0,,66.1,,Not Applicable,0,Designated,2005,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Management plan is not implented and not available,State Verified,1856,"MY-1;3",MYS,MYS,Not Applicable,Not Applicable
Point,478003,478003,1,Lower Kinabatangan-Segama Wetlands,Lower Kinabatangan-Segama Wetlands,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,(i)(ii)(iii)(viii),2,0,,788.03,,Not Reported,0,Designated,2008,Sub-national ministry or agency,Not Reported,Sabah Wildlife Department (SWD),Management plan is not implemented and not available,State Verified,1856,MY-12,MYS,MYS,Not Applicable,Not Applicable
Point,555547556,555547556,1,Tasik Chini,Tasik Chini,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Not Applicable,0,0,,64.15,,Not Applicable,0,Designated,2009,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1688,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705937,555705937,1,Bukit Mersing,Bukit Mersing,National Park,National Park,National,II,Not Applicable,0,0,,57.29,,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705938,555705938,1,Gallah,Gallah Education Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,2.22,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,301893,301893,1,Gunung Buda,Gunung Buda,National Park,National Park,National,II,Not Applicable,0,0,,113.07,,Not Applicable,0,Designated,2001,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705939,555705939,1,Gunung Lesong,Gunung Lesong,National Park,National Park,National,II,Not Applicable,0,0,,5.95,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705940,555705940,1,Gunung Pueh,Gunung Pueh,National Park,National Park,National,II,Not Applicable,0,0,,58.31,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705941,555705941,1,Gunung Stong Utara,Gunung Stong Utara Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,,11.28,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3628,3628,1,Jeli,Jeli Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,,7.17,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705942,555705942,1,Jerangsang,Jerangsang Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,11.333,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705943,555705943,1,Kalamuku,Kalamuku,National Park,National Park,National,II,Not Applicable,0,0,,175.27,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705944,555705944,1,Lata Meraung,Lata Meraung Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,16.46,,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3658,3658,1,Lenggeng,Lenggeng Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,2.41,,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705945,555705945,1,Limau Kasturi,Limau Kasturi Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,,2.53,,Not Applicable,0,Designated,2007,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3695,3695,1,Menchali,Menchali Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,10.38,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705946,555705946,1,Mud Volcano,Mud Volcano,Nature Reserve,Nature Reserve,National,II,Not Applicable,0,0,,0.07,,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3660,3660,1,Pasir Panjang,Pasir Panjang Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,15.69,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705954,555705954,1,Tampin,Tampin Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,6.23,,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705947,555705947,1,Pasir Panjang,Pasir Panjang Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,,0.76,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705948,555705948,1,Piasau,Piasau,Nature Reserve,Nature Reserve,National,II,Not Applicable,0,0,,0.885,,Not Applicable,0,Designated,2014,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705949,555705949,1,Pulau Perepat,Pulau Perepat,Nature Reserve,Nature Reserve,National,II,Not Applicable,0,0,,0.068,,Not Applicable,0,Designated,2015,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705950,555705950,1,Pulau Seduku,Pulau Seduku,Nature Reserve,Nature Reserve,National,II,Not Applicable,0,0,,3.608,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705951,555705951,1,Selabat Mudflats,Selabat Mudflats,Nature Reserve,Nature Reserve,National,II,Not Applicable,0,0,,1.99,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705952,555705952,1,Serting,Serting Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,5.92,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3663,3663,1,Serting,Serting Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,,1.99,,Not Applicable,0,Designated,1906,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705953,555705953,1,Sungai Pandan,Sungai Pandan Amenity Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,10.6695,,Not Applicable,0,Designated,2010,Sub-national ministry or agency,Not Reported,Pahang State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3504,3504,1,Sungai Menyala,Sungai Menyala Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,,0.46,,Not Applicable,0,Designated,2008,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705966,555705966,1,Angsi Barat,Angsi Barat Education Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,18.25,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,3499,3499,1,Angsi Barat,Angsi Barat Virgin Jungle Reserve,Forest Reserve,Forest Reserve,National,Ia,Not Applicable,0,0,,1.4,,Not Applicable,0,Designated,1959,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705931,555705931,1,Bakun Islands,Bakun Islands,National Park,National Park,National,II,Not Applicable,0,0,,55.28,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705932,555705932,1,Batu Laga,Batu Laga,National Park,National Park,National,II,Not Applicable,0,0,,388.74,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Sarawak Forestry Corporation (SFC),Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705933,555705933,1,Batu Papan,Batu Papan Water Catchment Forest,Forest Reserve,Forest Reserve,National,VI,Not Applicable,0,0,,27.09,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Kelantan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
Point,555705934,555705934,1,Berembun Barat,Berembun Barat Education Forest,Forest Reserve,Forest Reserve,National,V,Not Applicable,0,0,,13.39,,Not Applicable,0,Designated,0,Sub-national ministry or agency,Not Reported,Negeri Sembilan State Forestry Department,Not Reported,State Verified,1998,Not Reported,MYS,MYS,Not Applicable,Not Applicable
